areaNm,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,touNum,avgTemp,dayRf,daySf,AccumulateCovid19,increase
충청남도,2022-01-15,1,0,0,1,1,0,1,0,465482.5,-0.4,0.1,0.0,19779.0,121.0
전라북도,2022-01-15,1,0,0,1,1,0,1,0,286986.0,2.1,0.0,0.0,10847.0,123.0
전라남도,2022-01-15,1,0,0,1,1,0,1,0,346584.0,2.4,0.0,0.0,7462.0,155.0
경상북도,2022-01-15,1,0,0,1,1,0,1,0,514153.5,-1.6,0.0,0.0,16621.0,95.0
경상남도,2022-01-15,1,0,0,1,1,0,1,0,453890.5,0.2,0.0,0.0,22394.0,116.0
제주특별자치도,2022-01-15,1,0,0,1,1,0,1,0,208712.0,7.4,0.0,0.0,4877.0,13.0
서울특별시,2022-01-16,1,0,0,1,1,0,1,0,1384855.5,-2.0,0.0,0.0,241784.0,925.0
부산광역시,2022-01-16,1,0,0,1,1,0,1,0,395216.5,4.8,0.0,0.0,27871.0,145.0
대구광역시,2022-01-16,1,0,0,1,1,0,1,0,272097.0,1.9,0.0,0.0,24808.0,157.0
인천광역시,2022-01-16,1,0,0,1,1,0,1,0,414676.5,-2.7,0.0,0.0,40230.0,260.0
광주광역시,2022-01-16,1,0,0,1,1,0,1,0,159582.5,1.9,0.0,0.0,10049.0,183.0
대전광역시,2022-01-16,1,0,0,1,1,0,1,0,213643.5,0.7,0.0,0.0,13072.0,54.0
울산광역시,2022-01-16,1,0,0,1,1,0,1,0,133952.0,3.0,0.0,0.0,7405.0,19.0
세종특별자치시,2022-01-16,1,0,0,1,1,0,1,0,75082.0,-0.3,0.5,0.0,2359.0,21.0
경기도,2022-01-16,1,0,0,1,1,0,1,0,1669444.0,-1.3,0.0,0.0,208027.0,1586.0
강원도,2022-01-16,0,1,0,1,1,0,1,0,482317.5,-1.4,0.0,0.0,13665.0,74.0
충청북도,2022-01-16,0,1,0,1,1,0,1,0,273994.0,-2.0,0.3,0.0,12455.0,39.0
충청남도,2022-01-16,1,0,0,1,1,0,1,0,416580.5,-1.0,0.0,0.0,19893.0,114.0
전라북도,2022-01-16,1,0,0,1,1,0,1,0,259164.5,1.1,0.4,0.0,10970.0,123.0
전라남도,2022-01-16,1,0,0,1,1,0,1,0,325388.0,1.9,0.0,0.0,7630.0,169.0
경상북도,2022-01-16,1,0,0,1,1,0,1,0,502330.5,1.3,0.0,0.0,16729.0,108.0
경상남도,2022-01-16,1,0,0,1,1,0,1,0,433807.5,1.2,0.0,0.0,22517.0,123.0
제주특별자치도,2022-01-16,1,0,0,1,1,0,1,0,208099.5,7.0,0.3,0.0,4885.0,8.0
서울특별시,2022-01-17,1,0,1,0,1,0,1,0,1333878.0,-5.8,0.5,0.8,242574.0,790.0
부산광역시,2022-01-17,1,0,1,0,1,0,1,0,315651.0,1.1,0.0,0.0,27988.0,117.0
대구광역시,2022-01-17,1,0,1,0,1,0,1,0,219296.0,-0.4,0.0,0.0,24984.0,176.0
인천광역시,2022-01-17,1,0,1,0,1,0,1,0,315014.0,-5.0,0.4,0.6,40430.0,200.0
광주광역시,2022-01-17,1,0,1,0,1,0,1,0,142821.0,0.4,0.0,0.0,10291.0,242.0
대전광역시,2022-01-17,1,0,1,0,1,0,1,0,171969.0,-3.1,0.0,0.4,13154.0,82.0
울산광역시,2022-01-17,1,0,1,0,1,0,1,0,107786.0,0.5,0.0,0.0,7424.0,19.0
세종특별자치시,2022-01-17,1,0,1,0,1,0,1,0,60427.5,-3.5,0.0,0.0,2365.0,7.0
경기도,2022-01-17,1,0,1,0,1,0,1,0,1297614.5,-5.1,0.9,0.0,209454.0,1427.0
강원도,2022-01-17,0,1,1,0,1,0,1,0,305599.0,-7.0,0.0,0.0,13744.0,79.0
충청북도,2022-01-17,0,1,1,0,1,0,1,0,208677.0,-6.5,0.0,0.0,12497.0,42.0
충청남도,2022-01-17,1,0,1,0,1,0,1,0,297780.0,-3.9,0.9,0.0,19997.0,104.0
전라북도,2022-01-17,1,0,1,0,1,0,1,0,179105.5,-1.8,0.2,0.4,11094.0,124.0
전라남도,2022-01-17,1,0,1,0,1,0,1,0,240971.5,1.8,0.0,0.0,7796.0,166.0
경상북도,2022-01-17,1,0,1,0,1,0,1,0,330561.0,-3.5,0.3,0.0,16824.0,95.0
경상남도,2022-01-17,1,0,1,0,1,0,1,0,316015.0,-0.5,0.0,0.0,22636.0,119.0
제주특별자치도,2022-01-17,1,0,1,0,1,0,1,0,207235.0,5.5,0.0,0.0,4897.0,12.0
서울특별시,2022-01-18,1,0,1,0,1,0,1,0,1378464.5,-5.6,0.0,0.5,243337.0,763.0
부산광역시,2022-01-18,1,0,1,0,1,0,1,0,313894.0,-0.1,0.0,0.0,28102.0,114.0
대구광역시,2022-01-18,1,0,1,0,1,0,1,0,220881.5,-2.5,0.0,0.0,25155.0,171.0
인천광역시,2022-01-18,1,0,1,0,1,0,1,0,321618.5,-5.2,0.0,0.0,40625.0,196.0
광주광역시,2022-01-18,1,0,1,0,1,0,1,0,145159.0,-1.3,0.0,0.0,10475.0,184.0
대전광역시,2022-01-18,1,0,1,0,1,0,1,0,176148.0,-4.4,0.0,0.1,13262.0,108.0
울산광역시,2022-01-18,1,0,1,0,1,0,1,0,110152.0,-1.8,0.0,0.0,7459.0,35.0
세종특별자치시,2022-01-18,1,0,1,0,1,0,1,0,65110.5,-4.5,0.0,0.0,2388.0,23.0
경기도,2022-01-18,1,0,1,0,1,0,1,0,1338956.5,-5.4,0.0,0.0,210984.0,1530.0
강원도,2022-01-18,0,1,1,0,1,0,1,0,283629.5,-7.2,0.0,0.0,13838.0,94.0
충청북도,2022-01-18,0,1,1,0,1,0,1,0,216811.0,-8.7,0.0,0.0,12555.0,59.0
충청남도,2022-01-18,1,0,1,0,1,0,1,0,303117.5,-6.0,0.0,0.0,20142.0,145.0
전라북도,2022-01-18,1,0,1,0,1,0,1,0,180957.0,-2.9,0.0,0.3,11245.0,151.0
전라남도,2022-01-18,1,0,1,0,1,0,1,0,249368.0,-0.2,0.0,0.0,7935.0,139.0
경상북도,2022-01-18,1,0,1,0,1,0,1,0,338695.0,-6.9,0.0,0.0,16962.0,138.0
경상남도,2022-01-18,1,0,1,0,1,0,1,0,322476.0,-2.4,0.0,0.0,22778.0,142.0
제주특별자치도,2022-01-18,1,0,1,0,1,0,1,0,205625.0,3.8,0.0,0.0,4900.0,3.0
서울특별시,2022-01-19,1,0,1,0,1,0,1,0,1331456.0,-5.3,1.7,3.5,244565.0,1231.0
부산광역시,2022-01-19,1,0,1,0,1,0,1,0,319630.5,2.1,0.0,0.0,28292.0,190.0
대구광역시,2022-01-19,1,0,1,0,1,0,1,0,221322.5,-0.7,0.0,0.0,25368.0,213.0
인천광역시,2022-01-19,1,0,1,0,1,0,1,0,305371.5,-4.7,0.2,0.6,41049.0,424.0
광주광역시,2022-01-19,1,0,1,0,1,0,1,0,143846.5,-0.1,0.0,0.0,10701.0,226.0
대전광역시,2022-01-19,1,0,1,0,1,0,1,0,177583.0,-3.2,0.0,0.1,13379.0,118.0
울산광역시,2022-01-19,1,0,1,0,1,0,1,0,111324.5,0.9,0.0,0.0,7503.0,44.0
세종특별자치시,2022-01-19,1,0,1,0,1,0,1,0,63654.5,-3.9,0.3,0.0,2414.0,26.0
경기도,2022-01-19,1,0,1,0,1,0,1,0,1268302.0,-6.9,1.5,0.0,213160.0,2176.0
강원도,2022-01-19,0,1,1,0,1,0,1,0,268191.0,-6.7,2.2,0.0,13986.0,148.0
충청북도,2022-01-19,0,1,1,0,1,0,1,0,211099.0,-7.7,0.9,0.0,12636.0,81.0
충청남도,2022-01-19,1,0,1,0,1,0,1,0,291938.5,-4.9,1.6,0.0,20325.0,183.0
전라북도,2022-01-19,1,0,1,0,1,0,1,0,179347.0,-1.7,0.2,0.4,11388.0,143.0
전라남도,2022-01-19,1,0,1,0,1,0,1,0,253638.0,0.4,0.0,0.0,8089.0,154.0
경상북도,2022-01-19,1,0,1,0,1,0,1,0,339006.5,-4.9,0.0,0.0,17132.0,170.0
경상남도,2022-01-19,1,0,1,0,1,0,1,0,326361.0,-2.3,0.0,0.0,22979.0,201.0
제주특별자치도,2022-01-19,1,0,1,0,1,0,1,0,205936.5,5.3,0.0,0.0,4913.0,13.0
서울특별시,2022-01-20,1,0,1,0,1,0,1,0,1427226.5,-5.0,0.0,2.4,245925.0,1362.0
부산광역시,2022-01-20,1,0,1,0,1,0,1,0,326648.0,1.5,0.0,0.0,28495.0,203.0
대구광역시,2022-01-20,1,0,1,0,1,0,1,0,228140.5,-1.1,0.0,0.0,25732.0,364.0
인천광역시,2022-01-20,1,0,1,0,1,0,1,0,332843.0,-5.4,0.0,0.0,41467.0,418.0
광주광역시,2022-01-20,1,0,1,0,1,0,1,0,146681.5,-1.4,0.0,0.0,11055.0,354.0
대전광역시,2022-01-20,1,0,1,0,1,0,1,0,181615.0,-4.0,0.0,0.1,13476.0,97.0
울산광역시,2022-01-20,1,0,1,0,1,0,1,0,113477.0,-0.1,0.0,0.0,7575.0,72.0
세종특별자치시,2022-01-20,1,0,1,0,1,0,1,0,68673.5,-4.4,0.0,0.0,2423.0,9.0
경기도,2022-01-20,1,0,1,0,1,0,1,0,1385485.5,-5.8,0.0,0.0,215578.0,2418.0
강원도,2022-01-20,1,0,1,0,1,0,1,0,274379.0,-7.5,0.0,0.0,14097.0,111.0
충청북도,2022-01-20,0,1,1,0,1,0,1,0,220220.0,-7.8,0.0,0.0,12812.0,176.0
충청남도,2022-01-20,1,0,1,0,1,0,1,0,307681.5,-5.8,0.0,0.0,20542.0,217.0
전라북도,2022-01-20,1,0,1,0,1,0,1,0,186501.0,-3.1,0.0,0.0,11526.0,138.0
전라남도,2022-01-20,1,0,1,0,1,0,1,0,257708.5,-0.9,0.0,0.0,8249.0,160.0
경상북도,2022-01-20,1,0,1,0,1,0,1,0,345999.5,-4.9,0.0,0.0,17358.0,226.0
경상남도,2022-01-20,1,0,1,0,1,0,1,0,333819.5,-2.2,0.0,0.0,23203.0,224.0
제주특별자치도,2022-01-20,1,0,1,0,1,0,1,0,207172.0,2.9,0.0,0.0,4923.0,10.0
서울특별시,2022-01-21,1,0,1,0,1,0,1,0,1526791.0,-2.7,0.0,0.0,247475.0,1552.0
부산광역시,2022-01-21,1,0,1,0,1,0,1,0,356450.5,3.9,0.0,0.0,28711.0,216.0
대구광역시,2022-01-21,1,0,1,0,1,0,1,0,252199.5,-1.0,0.0,0.0,26120.0,388.0
인천광역시,2022-01-21,1,0,1,0,1,0,1,0,370118.0,-3.1,0.0,0.0,41919.0,452.0
광주광역시,2022-01-21,1,0,1,0,1,0,1,0,162050.0,1.7,0.0,0.0,11297.0,242.0
대전광역시,2022-01-21,1,0,1,0,1,0,1,0,202891.5,-1.9,0.0,0.0,13587.0,111.0
울산광역시,2022-01-21,1,0,1,0,1,0,1,0,122136.0,2.2,0.0,0.0,7657.0,82.0
세종특별자치시,2022-01-21,1,0,1,0,1,0,1,0,74581.5,-2.5,0.0,0.0,2440.0,17.0
경기도,2022-01-21,1,0,1,0,1,0,1,0,1523417.0,-5.0,0.0,0.0,218009.0,2431.0
강원도,2022-01-21,1,0,1,0,1,0,1,0,347130.0,-6.2,0.0,0.0,14258.0,161.0
충청북도,2022-01-21,0,1,1,0,1,0,1,0,247845.5,-6.8,0.0,0.0,12898.0,87.0
충청남도,2022-01-21,1,0,1,0,1,0,1,0,347606.0,-2.9,0.0,0.0,20735.0,193.0
전라북도,2022-01-21,1,0,1,0,1,0,1,0,211186.5,-0.6,0.0,0.0,11691.0,165.0
전라남도,2022-01-21,1,0,1,0,1,0,1,0,279090.0,0.2,0.0,0.0,8448.0,199.0
경상북도,2022-01-21,1,0,1,0,1,0,1,0,382774.0,-4.6,0.0,0.0,17592.0,234.0
경상남도,2022-01-21,1,0,1,0,1,0,1,0,364952.0,-2.9,0.0,0.0,23391.0,188.0
제주특별자치도,2022-01-21,1,0,1,0,1,0,1,0,206720.5,6.0,0.0,0.0,4938.0,15.0
서울특별시,2022-01-22,1,0,0,1,1,0,1,0,1720428.5,0.3,0.0,0.0,249065.0,1591.0
부산광역시,2022-01-22,1,0,0,1,1,0,1,0,447811.0,6.7,0.0,0.0,28947.0,236.0
대구광역시,2022-01-22,1,0,0,1,1,0,1,0,314944.0,2.3,0.0,0.0,26564.0,444.0
인천광역시,2022-01-22,1,0,0,1,1,0,1,0,492569.0,-0.7,0.0,0.0,42489.0,571.0
광주광역시,2022-01-22,1,0,0,1,1,0,1,0,194754.0,7.1,0.0,0.0,11549.0,252.0
대전광역시,2022-01-22,1,0,0,1,1,0,1,0,265510.0,3.6,0.0,0.0,13706.0,119.0
울산광역시,2022-01-22,1,0,0,1,1,0,1,0,145712.0,4.6,0.0,0.0,7708.0,51.0
세종특별자치시,2022-01-22,1,0,0,1,1,0,1,0,90625.5,2.5,0.0,0.0,2452.0,12.0
경기도,2022-01-22,1,0,0,1,1,0,1,0,1941894.5,-1.0,0.0,0.0,220435.0,2426.0
강원도,2022-01-22,1,0,0,1,1,0,1,0,526358.0,-5.2,0.0,0.0,14357.0,99.0
충청북도,2022-01-22,0,1,0,1,1,0,1,0,312931.5,-1.5,0.0,0.0,13048.0,150.0
충청남도,2022-01-22,1,0,0,1,1,0,1,0,477571.5,0.4,0.0,0.0,20935.0,200.0
전라북도,2022-01-22,1,0,0,1,1,0,1,0,291091.5,4.3,0.0,0.0,11862.0,171.0
전라남도,2022-01-22,1,0,0,1,1,0,1,0,358414.0,6.9,0.0,0.0,8602.0,154.0
경상북도,2022-01-22,1,0,0,1,1,0,1,0,523901.0,-1.0,0.0,0.0,17799.0,207.0
경상남도,2022-01-22,1,0,0,1,1,0,1,0,470718.5,1.6,0.0,0.0,23610.0,220.0
제주특별자치도,2022-01-22,1,0,0,1,1,0,1,0,203518.0,10.6,1.3,0.0,4955.0,18.0
서울특별시,2022-01-23,1,0,0,1,1,0,1,0,1437422.0,2.0,0.0,0.0,250758.0,1694.0
부산광역시,2022-01-23,1,0,0,1,1,0,1,0,405377.0,8.7,0.0,0.0,29239.0,292.0
대구광역시,2022-01-23,1,0,0,1,1,0,1,0,266409.5,6.4,0.0,0.0,27022.0,458.0
인천광역시,2022-01-23,1,0,0,1,1,0,1,0,437311.0,1.1,0.0,0.0,43098.0,610.0
광주광역시,2022-01-23,1,0,0,1,1,0,1,0,167097.0,7.1,0.0,0.0,11865.0,316.0
대전광역시,2022-01-23,1,0,0,1,1,0,1,0,223240.5,4.6,0.0,0.0,13865.0,159.0
울산광역시,2022-01-23,1,0,0,1,1,0,1,0,134676.5,7.2,0.0,0.0,7799.0,91.0
세종특별자치시,2022-01-23,1,0,0,1,1,0,1,0,72079.0,3.9,0.0,0.0,2476.0,24.0
경기도,2022-01-23,1,0,0,1,1,0,1,0,1794485.0,2.3,0.0,0.0,223148.0,2713.0
강원도,2022-01-23,1,0,0,1,1,0,1,0,491414.0,0.9,0.0,0.0,14446.0,89.0
충청북도,2022-01-23,0,1,0,1,1,0,1,0,291595.5,2.1,0.0,0.0,13158.0,110.0
충청남도,2022-01-23,1,0,0,1,1,0,1,0,431910.5,1.7,0.0,0.0,21142.0,207.0
전라북도,2022-01-23,1,0,0,1,1,0,1,0,265020.0,4.6,0.0,0.0,12002.0,140.0
전라남도,2022-01-23,1,0,0,1,1,0,1,0,341019.0,7.5,0.0,0.0,8798.0,196.0
경상북도,2022-01-23,1,0,0,1,1,0,1,0,517433.0,3.6,0.0,0.0,18014.0,215.0
경상남도,2022-01-23,1,0,0,1,1,0,1,0,440849.5,5.2,0.0,0.0,23836.0,226.0
제주특별자치도,2022-01-23,1,0,0,1,1,0,1,0,199370.5,10.5,5.6,0.0,4982.0,27.0
서울특별시,2022-01-24,1,0,1,0,1,0,1,0,1422064.0,4.6,0.0,0.0,252437.0,1679.0
부산광역시,2022-01-24,1,0,1,0,1,0,1,0,328646.5,5.7,0.0,0.0,29537.0,298.0
대구광역시,2022-01-24,1,0,1,0,1,0,1,0,230503.0,4.9,0.0,0.0,27501.0,479.0
인천광역시,2022-01-24,1,0,1,0,1,0,1,0,344830.5,4.5,0.0,0.0,43680.0,582.0
광주광역시,2022-01-24,1,0,1,0,1,0,1,0,150034.5,6.0,0.0,0.0,12151.0,286.0
대전광역시,2022-01-24,1,0,1,0,1,0,1,0,184768.5,4.1,0.0,0.0,14023.0,158.0
울산광역시,2022-01-24,1,0,1,0,1,0,1,0,111576.5,5.2,0.7,0.0,7868.0,69.0
세종특별자치시,2022-01-24,1,0,1,0,1,0,1,0,67578.0,3.8,0.0,0.0,2509.0,33.0
경기도,2022-01-24,1,0,1,0,1,0,1,0,1431958.5,3.7,0.0,0.0,225590.0,2442.0
강원도,2022-01-24,1,0,1,0,1,0,1,0,308682.5,2.0,0.0,0.0,14546.0,100.0
충청북도,2022-01-24,0,1,1,0,1,0,1,0,226999.5,1.6,0.0,0.0,13305.0,147.0
충청남도,2022-01-24,0,1,1,0,1,0,1,0,315028.0,4.1,0.0,0.0,21407.0,265.0
전라북도,2022-01-24,1,0,1,0,1,0,1,0,190816.5,5.4,0.0,0.0,12202.0,200.0
전라남도,2022-01-24,1,0,1,0,1,0,1,0,256749.5,5.1,0.0,0.0,9004.0,206.0
경상북도,2022-01-24,1,0,1,0,1,0,1,0,347700.5,2.0,0.0,0.0,18248.0,234.0
경상남도,2022-01-24,1,0,1,0,1,0,1,0,330144.5,4.4,0.0,0.0,24070.0,234.0
제주특별자치도,2022-01-24,1,0,1,0,1,0,1,0,196780.5,10.3,0.0,0.0,5002.0,20.0
서울특별시,2022-01-25,1,0,1,0,1,0,1,0,1448272.0,2.8,0.7,0.0,254160.0,1724.0
부산광역시,2022-01-25,1,0,1,0,1,0,1,0,332934.0,6.7,0.0,0.0,29880.0,343.0
대구광역시,2022-01-25,1,0,1,0,1,0,1,0,230639.5,4.5,0.0,0.0,27990.0,489.0
인천광역시,2022-01-25,1,0,1,0,1,0,1,0,346398.5,3.2,0.2,0.0,44350.0,670.0
광주광역시,2022-01-25,1,0,1,0,1,0,1,0,151151.0,5.7,0.0,0.0,12466.0,315.0
대전광역시,2022-01-25,1,0,1,0,1,0,1,0,181832.0,3.4,0.2,0.0,14249.0,226.0
울산광역시,2022-01-25,1,0,1,0,1,0,1,0,116620.0,5.9,0.0,0.0,7969.0,101.0
세종특별자치시,2022-01-25,1,0,1,0,1,0,1,0,68607.0,2.5,1.1,0.0,2578.0,69.0
경기도,2022-01-25,1,0,1,0,1,0,1,0,1432602.5,1.3,1.7,0.0,228505.0,2917.0
강원도,2022-01-25,1,0,1,0,1,0,1,0,280360.5,1.0,0.3,0.0,14711.0,165.0
충청북도,2022-01-25,0,1,1,0,1,0,1,0,223587.0,0.0,1.0,0.0,13429.0,124.0
충청남도,2022-01-25,0,1,1,0,1,0,1,0,311150.0,2.5,0.5,0.0,21718.0,311.0
전라북도,2022-01-25,1,0,1,0,1,0,1,0,187764.5,4.8,0.4,0.0,12440.0,238.0
전라남도,2022-01-25,1,0,1,0,1,0,1,0,261145.5,5.6,0.0,0.0,9195.0,191.0
경상북도,2022-01-25,1,0,1,0,1,0,1,0,352691.5,0.8,0.6,0.0,18529.0,281.0
경상남도,2022-01-25,1,0,1,0,1,0,1,0,340494.0,4.1,0.0,0.0,24414.0,344.0
제주특별자치도,2022-01-25,1,0,1,0,1,0,1,0,191310.0,8.8,3.3,0.0,5034.0,32.0
서울특별시,2022-01-26,1,0,1,0,1,0,1,0,1484098.0,1.3,0.0,0.0,257330.0,3178.0
부산광역시,2022-01-26,1,0,1,0,1,0,1,0,338782.5,5.5,0.0,0.0,30443.0,563.0
대구광역시,2022-01-26,1,0,1,0,1,0,1,0,237174.0,3.8,0.0,0.0,28662.0,672.0
인천광역시,2022-01-26,1,0,1,0,1,0,1,0,356489.0,0.9,0.0,0.0,45229.0,879.0
광주광역시,2022-01-26,1,0,1,0,1,0,1,0,154168.0,4.1,0.0,0.0,12862.0,396.0
대전광역시,2022-01-26,1,0,1,0,1,0,1,0,190085.0,2.7,0.0,0.0,14619.0,370.0
울산광역시,2022-01-26,1,0,1,0,1,0,1,0,120253.0,4.7,0.0,0.0,8117.0,148.0
세종특별자치시,2022-01-26,1,0,1,0,1,0,1,0,73706.5,2.0,0.0,0.0,2655.0,77.0
경기도,2022-01-26,1,0,1,0,1,0,1,0,1472166.5,1.6,0.0,0.0,232726.0,4221.0
강원도,2022-01-26,1,0,1,0,1,0,1,0,274764.0,0.1,0.0,0.0,14874.0,163.0
충청북도,2022-01-26,1,0,1,0,1,0,1,0,233159.5,-0.3,0.0,0.0,13676.0,247.0
충청남도,2022-01-26,0,1,1,0,1,0,1,0,323788.5,0.9,0.0,0.0,22135.0,417.0
전라북도,2022-01-26,1,0,1,0,1,0,0,1,194211.5,2.7,0.0,0.0,12741.0,301.0
전라남도,2022-01-26,1,0,1,0,1,0,1,0,265184.5,4.7,0.0,0.0,9481.0,286.0
경상북도,2022-01-26,1,0,1,0,1,0,1,0,359695.0,1.1,0.0,0.0,18974.0,445.0
경상남도,2022-01-26,1,0,1,0,1,0,1,0,349237.0,2.7,0.0,0.0,24956.0,542.0
제주특별자치도,2022-01-26,1,0,1,0,1,0,1,0,188597.5,7.5,0.0,0.0,5087.0,53.0
서울특별시,2022-01-27,1,0,1,0,1,0,1,0,1484437.5,-1.1,0.0,0.0,260757.0,3429.0
부산광역시,2022-01-27,1,0,1,0,1,0,1,0,351274.0,6.3,0.0,0.0,31184.0,741.0
대구광역시,2022-01-27,1,0,1,0,1,0,1,0,246354.5,3.2,0.0,0.0,29430.0,770.0
인천광역시,2022-01-27,1,0,1,0,1,0,1,0,360671.5,-1.6,0.0,0.0,46258.0,1029.0
광주광역시,2022-01-27,1,0,1,0,1,0,1,0,164290.0,2.4,0.0,0.0,13205.0,343.0
대전광역시,2022-01-27,1,0,1,0,1,0,1,0,196497.0,0.3,0.0,0.0,15032.0,413.0
울산광역시,2022-01-27,1,0,1,0,1,0,1,0,124057.5,4.7,0.0,0.0,8265.0,148.0
세종특별자치시,2022-01-27,1,0,1,0,1,0,1,0,73846.5,-0.2,0.0,0.0,2731.0,76.0
경기도,2022-01-27,1,0,1,0,1,0,1,0,1496544.0,-0.3,0.0,0.0,237491.0,4765.0
강원도,2022-01-27,0,1,1,0,1,0,1,0,282219.0,-2.2,0.0,0.0,15063.0,189.0
충청북도,2022-01-27,1,0,1,0,1,0,1,0,240702.0,-2.7,0.0,0.0,13970.0,294.0
충청남도,2022-01-27,0,1,1,0,1,0,1,0,332360.0,-1.6,0.0,0.0,22574.0,439.0
전라북도,2022-01-27,1,0,1,0,1,0,1,0,206069.5,1.2,0.0,0.0,13052.0,311.0
전라남도,2022-01-27,1,0,1,0,1,0,1,0,278505.5,3.3,0.0,0.0,9775.0,294.0
경상북도,2022-01-27,1,0,1,0,1,0,1,0,374577.0,-1.5,0.0,0.0,19463.0,489.0
경상남도,2022-01-27,1,0,1,0,1,0,1,0,362411.0,2.4,0.0,0.0,25616.0,660.0
제주특별자치도,2022-01-27,1,0,1,0,1,0,1,0,188587.0,5.9,0.0,0.0,5159.0,72.0
서울특별시,2022-01-28,1,0,1,0,1,0,1,0,1505101.5,-2.7,0.0,0.0,264748.0,3991.0
부산광역시,2022-01-28,1,0,1,0,1,0,1,0,398716.5,4.7,0.0,0.0,32005.0,821.0
대구광역시,2022-01-28,1,0,1,0,1,0,1,0,284917.5,2.3,0.0,0.0,30296.0,866.0
인천광역시,2022-01-28,1,0,1,0,1,0,1,0,387754.5,-2.7,0.0,0.0,47499.0,1244.0
광주광역시,2022-01-28,1,0,1,0,1,0,1,0,198502.5,1.0,0.0,0.0,13627.0,422.0
대전광역시,2022-01-28,1,0,1,0,1,0,1,0,217000.0,-1.0,0.0,0.0,15401.0,370.0
울산광역시,2022-01-28,1,0,1,0,1,0,1,0,135597.0,3.4,0.0,0.0,8423.0,158.0
세종특별자치시,2022-01-28,1,0,1,0,1,0,1,0,75950.0,-1.2,0.0,0.0,2790.0,59.0
경기도,2022-01-28,1,0,1,0,1,0,1,0,1562522.5,-1.8,0.0,0.0,242663.0,5175.0
강원도,2022-01-28,0,1,1,0,1,0,1,0,342657.0,-4.2,0.0,0.0,15275.0,212.0
충청북도,2022-01-28,1,0,1,0,1,0,1,0,261709.0,-4.2,0.0,0.0,14269.0,299.0
충청남도,2022-01-28,0,1,1,0,1,0,1,0,364189.0,-1.7,0.0,0.0,23110.0,536.0
전라북도,2022-01-28,1,0,1,0,1,0,1,0,251279.0,-0.5,0.0,0.0,13433.0,381.0
전라남도,2022-01-28,1,0,1,0,1,0,1,0,326963.0,1.8,0.0,0.0,10102.0,327.0
경상북도,2022-01-28,1,0,1,0,1,0,1,0,427189.0,-2.0,0.0,0.0,20001.0,538.0
경상남도,2022-01-28,1,0,1,0,1,0,1,0,415072.0,2.1,0.0,0.0,26219.0,603.0
제주특별자치도,2022-01-28,1,0,1,0,1,0,1,0,193081.0,5.2,0.0,0.0,5203.0,44.0
서울특별시,2022-01-29,1,0,0,1,1,0,1,0,1525958.0,-3.6,0.0,0.0,268947.0,4199.0
부산광역시,2022-01-29,1,0,0,1,1,0,1,0,534968.0,3.3,0.0,0.0,32813.0,808.0
대구광역시,2022-01-29,1,0,0,1,1,0,1,0,376271.0,1.0,0.0,0.0,31177.0,881.0
인천광역시,2022-01-29,1,0,0,1,1,0,1,0,487063.5,-3.5,0.0,0.0,49114.0,1615.0
광주광역시,2022-01-29,1,0,0,1,1,0,1,0,256651.5,0.6,0.0,0.0,14049.0,422.0
대전광역시,2022-01-29,1,0,0,1,1,0,1,0,265485.5,-2.0,0.0,0.0,15830.0,429.0
울산광역시,2022-01-29,1,0,0,1,1,0,1,0,171430.0,2.1,0.0,0.0,8623.0,200.0
세종특별자치시,2022-01-29,1,0,0,1,1,0,1,0,88823.0,-2.5,0.0,0.0,2832.0,43.0
경기도,2022-01-29,1,0,0,1,1,0,1,0,1880280.5,-2.8,0.0,0.0,248292.0,5629.0
강원도,2022-01-29,0,1,0,1,1,0,1,0,568004.5,-5.2,0.0,0.0,15482.0,207.0
충청북도,2022-01-29,1,0,0,1,1,0,1,0,353969.0,-5.8,0.0,0.0,14579.0,310.0
충청남도,2022-01-29,0,1,0,1,1,0,1,0,522315.5,-3.7,0.0,0.0,23627.0,517.0
전라북도,2022-01-29,1,0,0,1,1,0,1,0,399948.5,-0.8,0.0,0.0,13991.0,559.0
전라남도,2022-01-29,1,0,0,1,1,0,1,0,519942.5,1.3,0.0,0.0,10416.0,314.0
경상북도,2022-01-29,1,0,0,1,1,0,1,0,647132.5,-3.1,0.0,0.0,20591.0,590.0
경상남도,2022-01-29,1,0,0,1,1,0,1,0,599921.0,1.3,0.0,0.0,26916.0,697.0
제주특별자치도,2022-01-29,1,0,0,1,1,0,1,0,212726.5,4.6,0.0,0.0,5279.0,76.0
서울특별시,2022-01-30,1,0,0,1,1,0,1,0,1465947.0,-2.8,0.0,0.0,273132.0,4185.0
부산광역시,2022-01-30,1,0,0,1,1,0,1,0,622706.0,3.2,0.0,0.0,33664.0,851.0
대구광역시,2022-01-30,1,0,0,1,1,0,1,0,428683.5,1.1,0.0,0.0,32085.0,908.0
인천광역시,2022-01-30,1,0,0,1,1,0,1,0,542290.0,-2.9,0.0,0.0,50430.0,1316.0
광주광역시,2022-01-30,1,0,0,1,1,0,1,0,288662.5,0.7,0.0,0.0,14526.0,477.0
대전광역시,2022-01-30,1,0,0,1,1,0,1,0,293492.5,-2.0,0.0,0.0,16280.0,450.0
울산광역시,2022-01-30,1,0,0,1,1,0,1,0,200515.0,1.7,0.0,0.0,8835.0,212.0
